,price_x,type_x,address_x,url,agent_url,number_bedrooms,District Name,Latitude,Longitude,Latitude_a,Longitude_a,county,Postcode_complete,suburb,Cluster Label,address,price_y,type_y,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
185,1500,1 bedroom flat,"Blackwall Way, E14",http://www.rightmove.co.uk/property-to-rent/property-66821763.html,http://www.rightmove.co.uk/estate-agents/agent/Rentmyhomecouk/London-103792.html,1.0,Poplar,51.514947,-0.0930461,51.507567,-0.0058349,London Borough of Tower Hamlets,E14 9BA,Blackwall,7,"Blackwall Way, E14",1500,1 bedroom flat,Italian Restaurant,Hotel,Coffee Shop,Café,English Restaurant,Gym / Fitness Center,Grocery Store,Convenience Store,Sandwich Place,Outdoor Sculpture,Food & Drink Shop,Factory,Falafel Restaurant,Farm,Fountain,Farmers Market,Forest,Food Truck,Fast Food Restaurant,Food Stand
186,1850,3 bedroom mews house,"Ribblesdale Avenue, Friern Barnet New Southgate, London",http://www.rightmove.co.uk/property-to-rent/property-75509626.html,http://www.rightmove.co.uk/estate-agents/agent/David-Astburys-Ltd/London-176261.html,3.0,,,,51.6103575,-0.1495378,,,,15,"Ribblesdale Avenue, Friern Barnet New Southgate, London",1850,3 bedroom mews house,Coffee Shop,Residential Building (Apartment / Condo),Indian Restaurant,Toy / Game Store,Gym / Fitness Center,Fast Food Restaurant,Playground,Shopping Plaza,Hardware Store,Sporting Goods Shop,Indoor Play Area,Farm,Event Service,Event Space,Exhibit,Forest,Food Truck,Fabric Shop,Factory,Falafel Restaurant
187,2492,1 bedroom flat,Westbourne Grove,http://www.rightmove.co.uk/property-to-rent/property-66821748.html,http://www.rightmove.co.uk/estate-agents/agent/Black-Katz/West-Hampstead-32793.html,1.0,,,,51.5151716,-0.1939312,Westminster,W2 4UW,Westbourne Green,2,Westbourne Grove,2492,1 bedroom flat,Pub,Café,Pizza Place,Hotel,Gym / Fitness Center,Garden,Restaurant,Indian Restaurant,Persian Restaurant,Italian Restaurant,French Restaurant,Vegetarian / Vegan Restaurant,Coffee Shop,Bar,Art Gallery,Greek Restaurant,Candy Store,Mexican Restaurant,Middle Eastern Restaurant,Stationery Store
188,1700,3 bedroom terraced house,"Warkworth Road, Tottenham",http://www.rightmove.co.uk/property-to-rent/property-87202265.html,http://www.rightmove.co.uk/estate-agents/agent/Wilkinson-Byrne/Green-Lanes-14497.html,3.0,,,,51.6026094,-0.0831433,London Borough of Haringey,N17 7BD,Tottenham,4,"Warkworth Road, Tottenham",1700,3 bedroom terraced house,Bus Stop,Fish & Chips Shop,Grocery Store,Museum,Café,Food & Drink Shop,Zoo Exhibit,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish Market,Flea Market,Food,Flower Shop,Furniture / Home Store,Food Court
189,2925,2 bedroom apartment,"Shaftesbury Avenue, Covent Garden, WC2H",http://www.rightmove.co.uk/property-to-rent/property-87202262.html,http://www.rightmove.co.uk/estate-agents/agent/Greater-London-Properties/Soho-6474.html,2.0,,,,51.515251,-0.1267693,Westminster,WC2H 8DP,Covent Garden,0,"Shaftesbury Avenue, Covent Garden, WC2H",2925,2 bedroom apartment,Theater,Coffee Shop,Clothing Store,Cocktail Bar,Gym,Lounge,Ramen Restaurant,English Restaurant,Steakhouse,Sandwich Place,Beer Bar,Comic Shop,Bakery,Deli / Bodega,Sushi Restaurant,Bookstore,Indian Restaurant,Wine Bar,Hotel,Liquor Store
190,1125,1 bedroom flat,Amesbury Avenue Streatham SW2,http://www.rightmove.co.uk/property-to-rent/property-75152356.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Streatham-57979.html,1.0,Brixton,51.4893335,-0.1440551,51.4379713,-0.1222142,London Borough of Lambeth,SW2 4UE,Streatham Hill,15,Amesbury Avenue Streatham SW2,1125,1 bedroom flat,Grocery Store,Pub,Coffee Shop,Pizza Place,Café,Fast Food Restaurant,Italian Restaurant,Vietnamese Restaurant,Tapas Restaurant,Fish & Chips Shop,Gym / Fitness Center,Beer Store,Sandwich Place,English Restaurant,Deli / Bodega,Restaurant,Wine Bar,Indian Restaurant,Distillery,Design Studio
191,3358,5 bedroom apartment,"Adelaide Road, Swiss Cottage, NW3",http://www.rightmove.co.uk/property-to-rent/property-87201950.html,http://www.rightmove.co.uk/estate-agents/agent/Leo-Newman/London-98603.html,5.0,Hampstead,51.4893335,-0.1440551,51.541471,-0.1715442,London Borough of Camden,NW3 3AQ,Belsize Park,2,"Adelaide Road, Swiss Cottage, NW3",3358,5 bedroom apartment,Coffee Shop,Italian Restaurant,Grocery Store,Hotel,Hotel Bar,Gym / Fitness Center,Café,Sandwich Place,Multiplex,Bus Stop,Farmers Market,Playground,Warehouse Store,Moroccan Restaurant,Rock Climbing Spot,Theater,Dessert Shop,Restaurant,Coworking Space,French Restaurant
192,2058,2 bedroom flat,"Upper Street,  London, Greater London",http://www.rightmove.co.uk/property-to-rent/property-66887245.html,http://www.rightmove.co.uk/estate-agents/agent/Fortess-Homes/Kentish-Town-142976.html,2.0,,,,51.5352884,-0.1041859,London Borough of Islington,N1,Islington,1,"Upper Street,  London, Greater London",2058,2 bedroom flat,Pub,Coffee Shop,Burger Joint,French Restaurant,Mediterranean Restaurant,Gastropub,Restaurant,Mexican Restaurant,Arts & Crafts Store,Gym / Fitness Center,Garden,Café,Indian Restaurant,Hotel,Theater,Steakhouse,Middle Eastern Restaurant,Stationery Store,Street Food Gathering,Breakfast Spot
193,2400,3 bedroom flat,Brailsford Road Brixton SW2,http://www.rightmove.co.uk/property-to-rent/property-66639525.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Clapham-68802.html,3.0,Brixton,51.4893335,-0.1440551,51.4548,-0.1158,,SW2,,15,Brailsford Road Brixton SW2,2400,3 bedroom flat,Coffee Shop,Music Venue,Fried Chicken Joint,Vegetarian / Vegan Restaurant,Caribbean Restaurant,Pizza Place,History Museum,Social Club,Modern European Restaurant,Convenience Store,Diner,Indian Restaurant,Grocery Store,Pub,Yoga Studio,Fast Food Restaurant,Field,Farmers Market,Farm,Falafel Restaurant
194,2752,3 bedroom terraced house,"Derbyshire Street, London, E2",http://www.rightmove.co.uk/property-to-rent/property-75509104.html,http://www.rightmove.co.uk/estate-agents/agent/Stirling-Ackroyd-Lettings/Shoreditch-77511.html,3.0,Bethnal Green,51.4893335,-0.1440551,51.5259281,-0.0645274,London Borough of Tower Hamlets,E2 6HT,Whitechapel,5,"Derbyshire Street, London, E2",2752,3 bedroom terraced house,Pub,Café,Coffee Shop,Turkish Restaurant,Grocery Store,Bakery,Bar,Cocktail Bar,Park,Gym / Fitness Center,Gym,Thrift / Vintage Store,Portuguese Restaurant,Pet Café,Shoe Store,Boxing Gym,Falafel Restaurant,Breakfast Spot,Farm,Fast Food Restaurant
195,2000,2 bedroom apartment,Blondin Way Surrey Quays SE16,http://www.rightmove.co.uk/property-to-rent/property-65607489.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Canada-Water-57985.html,2.0,Rotherhithe,51.4893335,-0.1440551,51.4935,-0.048,,SE16,,1,Blondin Way Surrey Quays SE16,2000,2 bedroom apartment,Pizza Place,Café,Clothing Store,Pharmacy,Convenience Store,Platform,Supermarket,Bus Stop,Bowling Alley,Gym / Fitness Center,Gym Pool,Men's Store,Electronics Store,Fast Food Restaurant,Train Station,Mobile Phone Shop,Coffee Shop,Locksmith,Health & Beauty Service,Bar
196,1350,1 bedroom flat,"West Heath Court, North End Road, London, NW11",http://www.rightmove.co.uk/property-to-rent/property-87053747.html,http://www.rightmove.co.uk/estate-agents/agent/Moving-Inn/London-91850.html,1.0,Golders Green,41.332052,19.8048247,51.5708081,-0.1911344,London Borough of Barnet,NW11 7RL,Golders Green,15,"West Heath Court, North End Road, London, NW11",1350,1 bedroom flat,Coffee Shop,Korean Restaurant,Café,Bus Station,Sushi Restaurant,Shabu-Shabu Restaurant,Park,Grocery Store,Turkish Restaurant,Fast Food Restaurant,Sandwich Place,Hotel,Italian Restaurant,Bus Stop,Japanese Restaurant,Zoo,Pub,Food Court,Food Stand,Factory
197,950,1 bedroom house share,"Howson Road, SE4",http://www.rightmove.co.uk/property-to-rent/property-66821622.html,http://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Forest-Hill-37163.html,1.0,Brockley,51.4645027,-0.0366989,51.4584877,-0.0381147,London Borough of Lewisham,SE4 2BB,Brockley,4,"Howson Road, SE4",950,1 bedroom house share,Convenience Store,Grocery Store,Coffee Shop,Café,Furniture / Home Store,Bar,Cocktail Bar,Malay Restaurant,Fish & Chips Shop,Gourmet Shop,Flower Shop,Concert Hall,Pizza Place,Chinese Restaurant,Diner,Brewery,Breakfast Spot,Farmers Market,Fast Food Restaurant,Field
198,4550,3 bedroom flat,"Eyre Court, 3-21 Finchley Road, London, NW8",http://www.rightmove.co.uk/property-to-rent/property-86836931.html,http://www.rightmove.co.uk/estate-agents/agent/Gordon-and-Co/Paddington-34065.html,3.0,St John's Wood,51.4893335,-0.1440551,51.5299,-0.1747,,NW8,,5,"Eyre Court, 3-21 Finchley Road, London, NW8",4550,3 bedroom flat,Cricket Ground,Café,Deli / Bodega,Pharmacy,Hotel,Grocery Store,Modern European Restaurant,Turkish Restaurant,Gift Shop,Bakery,Historic Site,Lebanese Restaurant,Hookah Bar,Athletics & Sports,Salad Place,Canal,French Restaurant,Garden,Recording Studio,Pub
199,1040,Studio apartment,"Medway Street, London",http://www.rightmove.co.uk/property-to-rent/property-66821592.html,http://www.rightmove.co.uk/estate-agents/agent/Daniel-Cobb/Westminster-38778.html,0.0,,,,51.4953928,-0.1318757,Westminster,SW1P 2TA,Millbank,2,"Medway Street, London",1040,Studio apartment,Coffee Shop,Park,Café,Hotel,Sandwich Place,Restaurant,Hotel Bar,Juice Bar,Plaza,Salad Place,Pub,Fast Food Restaurant,Sushi Restaurant,Italian Restaurant,Pharmacy,Garden,Tapas Restaurant,Breakfast Spot,Movie Theater,Sporting Goods Shop
200,1148,Studio apartment,"Medway Street, London",http://www.rightmove.co.uk/property-to-rent/property-66822609.html,http://www.rightmove.co.uk/estate-agents/agent/Daniel-Cobb/Westminster-38778.html,0.0,,,,51.4953928,-0.1318757,Westminster,SW1P 2TA,Millbank,2,"Medway Street, London",1148,Studio apartment,Coffee Shop,Park,Café,Hotel,Sandwich Place,Restaurant,Hotel Bar,Juice Bar,Plaza,Salad Place,Pub,Fast Food Restaurant,Sushi Restaurant,Italian Restaurant,Pharmacy,Garden,Tapas Restaurant,Breakfast Spot,Movie Theater,Sporting Goods Shop
201,1400,1 bedroom flat,Middle Lane,http://www.rightmove.co.uk/property-to-rent/property-87202130.html,http://www.rightmove.co.uk/estate-agents/agent/Black-Katz/Crouch-End-50053.html,1.0,,,,51.5829607,-0.1236063,London Borough of Haringey,N8 8PD,Crouch End,5,Middle Lane,1400,1 bedroom flat,Café,Pub,French Restaurant,Indie Movie Theater,Bakery,Coffee Shop,Gastropub,Historic Site,Turkish Restaurant,Bar,English Restaurant,Health & Beauty Service,Chinese Restaurant,Movie Theater,Park,Gym Pool,Gym / Fitness Center,Mediterranean Restaurant,Gym,Thai Restaurant
202,2383,1 bedroom apartment,"Brompton Square, London, SW3",http://www.rightmove.co.uk/property-to-rent/property-87201656.html,http://www.rightmove.co.uk/estate-agents/agent/Benham-and-Reeves/Knightsbridge-32775.html,1.0,Chelsea,51.4893335,-0.1440551,51.4984483,-0.1694571,Royal Borough of Kensington and Chelsea,SW3 2BE,,2,"Brompton Square, London, SW3",2383,1 bedroom apartment,Café,Italian Restaurant,Hotel,Science Museum,Boutique,Japanese Restaurant,Coffee Shop,Ice Cream Shop,Middle Eastern Restaurant,Gift Shop,Garden,Pizza Place,Steakhouse,Jewelry Store,Chinese Restaurant,Exhibit,Pub,Bakery,French Restaurant,Art Gallery
203,1842,2 bedroom flat,"Evangelist Road, London",http://www.rightmove.co.uk/property-to-rent/property-66821559.html,http://www.rightmove.co.uk/estate-agents/agent/Fortess-Homes/Kentish-Town-142976.html,2.0,,,,51.5540696,-0.1429142,London Borough of Camden,NW5 1UB,Kentish Town,1,"Evangelist Road, London",1842,2 bedroom flat,Pub,Coffee Shop,Italian Restaurant,Café,Pizza Place,Music Venue,Bar,Indian Restaurant,Cocktail Bar,Gym / Fitness Center,Ethiopian Restaurant,Thai Restaurant,Grocery Store,Beer Store,Malay Restaurant,Seafood Restaurant,Turkish Restaurant,Mexican Restaurant,Gastropub,French Restaurant
204,1898,2 bedroom apartment,"Shinfield Street, Shepherds Bush, London, W12 0HN",http://www.rightmove.co.uk/property-to-rent/property-66276246.html,http://www.rightmove.co.uk/estate-agents/agent/Jorgensen-Turner/Shepherds-Bush-and-Hammersmith-Branch---Lettings-73024.html,2.0,Shepherds Bush,51.5073219,-0.1276474,51.516982,-0.225932,Hammersmith and Fulham,W12 0HN,College Park and Old Oak,15,"Shinfield Street, Shepherds Bush, London, W12 0HN",1898,2 bedroom apartment,Gym / Fitness Center,Coffee Shop,Sandwich Place,Convenience Store,Greek Restaurant,Grocery Store,Park,Bakery,Bar,Soccer Field,Pub,Food Truck,Field,Farm,Farmers Market,Falafel Restaurant,Fast Food Restaurant,Zoo Exhibit,Filipino Restaurant,Fabric Shop
205,1350,3 bedroom flat,"Hazelwood Lane,London,N13",http://www.rightmove.co.uk/property-to-rent/property-27856649.html,http://www.rightmove.co.uk/estate-agents/agent/Atkinsons-Residential/The-Letting-Line-68966.html,3.0,Palmers Green,51.5073219,-0.1276474,51.6171684,-0.1003109,London Borough of Enfield,N13 5HQ,Bowes,18,"Hazelwood Lane,London,N13",1350,3 bedroom flat,Soccer Field,Sports Club,Park,Thrift / Vintage Store,Zoo Exhibit,Film Studio,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Fish & Chips Shop,Frozen Yogurt Shop,Fish Market,Flea Market,Flower Shop,Food
206,1700,2 bedroom maisonette,"North End Road, London, SW6",http://www.rightmove.co.uk/property-to-rent/property-80896196.html,http://www.rightmove.co.uk/estate-agents/agent/Emmas-Estate-Agents/London-94294.html,2.0,Fulham,51.5073219,-0.1276474,51.4802862,-0.1989068,London Borough of Hammersmith and Fulham,SW6 1NZ,Walham Green,15,"North End Road, London, SW6",1700,2 bedroom maisonette,Coffee Shop,Pub,Fast Food Restaurant,Climbing Gym,Thai Restaurant,Gastropub,Bakery,Grocery Store,Café,Multiplex,Soccer Field,Park,Sandwich Place,Gym / Fitness Center,Food Court,Spa,Mediterranean Restaurant,Middle Eastern Restaurant,South American Restaurant,Farmers Market
207,2708,2 bedroom apartment,Sheldon Square London W2,http://www.rightmove.co.uk/property-to-rent/property-87202001.html,http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Lettings/Paddington-43739.html,2.0,Head district,51.4893335,-0.1440551,51.5193924,-0.180058,Westminster,,Paddington,5,Sheldon Square London W2,2708,2 bedroom apartment,Café,Pub,Gym / Fitness Center,Grocery Store,Coffee Shop,Chocolate Shop,Persian Restaurant,Seafood Restaurant,Beer Bar,Business Service,Gym,Gourmet Shop,Outdoor Sculpture,Theater,Garden Center,Garden,Fast Food Restaurant,Sushi Restaurant,Canal,Souvenir Shop
208,1500,2 bedroom apartment,"Beech Road, London, N11",http://www.rightmove.co.uk/property-to-rent/property-66821427.html,http://www.rightmove.co.uk/estate-agents/agent/Ellis-and-Co/Bounds-Green-22943.html,2.0,New Southgate,51.5073219,-0.1276474,51.6098115,-0.1203617,London Borough of Enfield,N11 2BY,Bowes Park,15,"Beech Road, London, N11",1500,2 bedroom apartment,Coffee Shop,Noodle House,Convenience Store,Middle Eastern Restaurant,Beer Bar,Bus Stop,Market,Grocery Store,Bakery,Greek Restaurant,Gourmet Shop,Tennis Court,Pizza Place,Metro Station,Indian Restaurant,Pub,Café,Flower Shop,Farmers Market,Fried Chicken Joint
209,1550,3 bedroom apartment,"Hawthorne Road, Edmonton ",http://www.rightmove.co.uk/property-to-rent/property-66821409.html,http://www.rightmove.co.uk/estate-agents/agent/Filey-Properties-Edmonton-Limited/London-161069.html,3.0,,,,51.6103577,-0.0709843,London Borough of Enfield,N18 1EY,Edmonton,15,"Hawthorne Road, Edmonton ",1550,3 bedroom apartment,Coffee Shop,Pub,Fast Food Restaurant,Stationery Store,Bistro,Bar,Music Venue,Bookstore,Lounge,Fish & Chips Shop,Film Studio,Zoo Exhibit,Filipino Restaurant,Field,Farmers Market,Farm,Fish Market,Flea Market,Factory,Flower Shop
210,3500,5 bedroom detached house,Ashley Lane,http://www.rightmove.co.uk/property-to-rent/property-87201986.html,http://www.rightmove.co.uk/estate-agents/agent/Douglas-Martin/Hendon-Central---Lettings-44873.html,5.0,,,,53.5087258,-2.1986273,Greater Manchester,M9 4NQ,Harpurhey,2,Ashley Lane,3500,5 bedroom detached house,Shopping Mall,Indian Restaurant,Zoo Exhibit,Fish Market,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market,Event Space,Flower Shop,Food,Food & Drink Shop,Food Court
211,1842,1 bedroom apartment,"Catherine Place, Victoria",http://www.rightmove.co.uk/property-to-rent/property-87201971.html,http://www.rightmove.co.uk/estate-agents/agent/Tuckerman-Residential-Limited/London-44894.html,1.0,,,,51.4990929,-0.1401781,Westminster,SW1E 6HL,Victoria,2,"Catherine Place, Victoria",1842,1 bedroom apartment,Coffee Shop,Hotel,Theater,Sandwich Place,Sushi Restaurant,Indian Restaurant,Burger Joint,Donut Shop,Historic Site,Sporting Goods Shop,Garden,Movie Theater,French Restaurant,Supermarket,Breakfast Spot,Tapas Restaurant,Tea Room,Gift Shop,Food Court,Clothing Store
212,1700,2 bedroom apartment,Rotherhithe Street Surrey Quays SE16,http://www.rightmove.co.uk/property-to-rent/property-75752893.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Canada-Water-57985.html,2.0,Rotherhithe,51.4893335,-0.1440551,51.5008083,-0.0333359,London Borough of Southwark,SE16 5HA,Rotherhithe,6,Rotherhithe Street Surrey Quays SE16,1700,2 bedroom apartment,Pub,Park,Trail,Residential Building (Apartment / Condo),Hotel Bar,Restaurant,Scenic Lookout,Pier,Farm,Café,Bus Stop,Boat or Ferry,Hotel,Recreation Center,Hotpot Restaurant,Falafel Restaurant,Empanada Restaurant,English Restaurant,Entertainment Service,Ethiopian Restaurant
213,1751,2 bedroom flat,"Canterbury House, Royal Street, London",http://www.rightmove.co.uk/property-to-rent/property-66821379.html,http://www.rightmove.co.uk/estate-agents/agent/Hastings-International/London-Bridge-14606.html,2.0,,,,51.4989504,-0.1158035,London Borough of Lambeth,SE1 7LL,Lambeth,2,"Canterbury House, Royal Street, London",1751,2 bedroom flat,Hotel,Coffee Shop,Sandwich Place,Italian Restaurant,Japanese Restaurant,Chinese Restaurant,Bakery,Bar,Café,Cocktail Bar,General Entertainment,Massage Studio,Thai Restaurant,Grocery Store,Tea Room,Event Space,Theme Park Ride / Attraction,Street Art,Gastropub,Toy / Game Store
214,5001,4 bedroom flat,"Central Avenue, London, SW6",http://www.rightmove.co.uk/property-to-rent/property-73661155.html,http://www.rightmove.co.uk/estate-agents/agent/Gordon-and-Co/Battersea-76621.html,4.0,Fulham,51.5073219,-0.1276474,51.4680512,-0.1863214,London Borough of Hammersmith and Fulham,SW6 2QE,Sands End,19,"Central Avenue, London, SW6",5001,4 bedroom flat,Pub,Cupcake Shop,Gym / Fitness Center,Pizza Place,Coffee Shop,Electronics Store,Park,French Restaurant,Supermarket,Music Venue,Grocery Store,Furniture / Home Store,Italian Restaurant,Fast Food Restaurant,Ethiopian Restaurant,Event Service,Event Space,Exhibit,Fabric Shop,Factory
215,1350,1 bedroom flat,"Commercial Rd, London, United Kingdom",http://www.rightmove.co.uk/property-to-rent/property-85078445.html,http://www.rightmove.co.uk/estate-agents/agent/Robert-Manning/London-110330.html,1.0,,,,51.5122794,-0.0316412,London Borough of Tower Hamlets,E14 7HA,Limehouse,1,"Commercial Rd, London, United Kingdom",1350,1 bedroom flat,Canal Lock,Pizza Place,Indian Restaurant,Pakistani Restaurant,Turkish Restaurant,Breakfast Spot,Gym / Fitness Center,Athletics & Sports,Coffee Shop,Playground,Convenience Store,Hostel,Supermarket,Café,Harbor / Marina,Beer Garden,Pub,Park,Light Rail Station,Field
216,1750,2 bedroom apartment,"Napier House, Bromyard Avenue, Acton, London, W3",http://www.rightmove.co.uk/property-to-rent/property-87201932.html,http://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Chiswick-48997.html,2.0,Acton,51.5073219,-0.1276474,51.5103,-0.2686,,W3,,19,"Napier House, Bromyard Avenue, Acton, London, W3",1750,2 bedroom apartment,Pub,Gym / Fitness Center,Park,Train Station,Sandwich Place,Coffee Shop,Bakery,Hotel,Pizza Place,Brewery,Pharmacy,Fast Food Restaurant,Wine Bar,Wine Shop,Pool,Creperie,Grocery Store,Chinese Restaurant,Burger Joint,Factory
217,1950,1 bedroom house,"Renaissance Square Apartments, Palladian Gardens, London, Chiswick, W4",http://www.rightmove.co.uk/property-to-rent/property-86347286.html,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank---Lettings/Richmond-Lettings-156833.html,1.0,Chiswick,51.5073219,-0.1276474,51.4927,-0.258,,W4,,1,"Renaissance Square Apartments, Palladian Gardens, London, Chiswick, W4",1950,1 bedroom house,Coffee Shop,Pub,Café,Pizza Place,Bakery,Bookstore,Italian Restaurant,Hotel,Burger Joint,Ice Cream Shop,Grocery Store,Park,French Restaurant,Platform,Supermarket,Restaurant,Thai Restaurant,Playground,Japanese Restaurant,Vietnamese Restaurant
