,price_x,type_x,address_x,url,agent_url,number_bedrooms,District Name,Latitude,Longitude,Latitude_a,Longitude_a,county,Postcode_complete,suburb,Cluster Label,address,price_y,type_y,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
875,1196,1 bedroom apartment,"Maytree Walk, Tulse Hill",http://www.rightmove.co.uk/property-to-rent/property-85813709.html,http://www.rightmove.co.uk/estate-agents/agent/Beresford-Residential/Brixton---Lettings-48330.html,1.0,,,,51.4379572,-0.1132739,London Borough of Lambeth,SW2 3JE,Streatham Hill,8,"Maytree Walk, Tulse Hill",1196,1 bedroom apartment,Bus Stop,Park,Zoo Exhibit,Flower Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Flea Market,Food,Fabric Shop,Food & Drink Shop,Food Court,Food Stand,Food Truck
876,2513,3 bedroom flat,"Coldharbour Lane, Brixton",http://www.rightmove.co.uk/property-to-rent/property-87182234.html,http://www.rightmove.co.uk/estate-agents/agent/Beresford-Residential/Brixton---Lettings-48330.html,3.0,,,,51.4630498,-0.1069361,London Borough of Lambeth,SW9 8SG,Herne Hill,1,"Coldharbour Lane, Brixton",2513,3 bedroom flat,Pizza Place,Coffee Shop,Mexican Restaurant,Beer Bar,Market,Burger Joint,Indian Restaurant,Ramen Restaurant,Food Court,Caribbean Restaurant,Cocktail Bar,Brazilian Restaurant,Cupcake Shop,Tapas Restaurant,Thai Restaurant,Café,Sushi Restaurant,Boxing Gym,Yoga Studio,Fried Chicken Joint
877,1192,Studio flat,"Wilbraham House, Wandsworth Road, London, SW8",http://www.rightmove.co.uk/property-to-rent/property-75661726.html,http://www.rightmove.co.uk/estate-agents/agent/Gordon-and-Co/Battersea-76621.html,0.0,South Lambeth,51.4893335,-0.1440551,51.4812,-0.1372,,SW8,,15,"Wilbraham House, Wandsworth Road, London, SW8",1192,Studio flat,Bar,Coffee Shop,Flea Market,Gym / Fitness Center,Trail,Harbor / Marina,Bus Stop,Supermarket,Grocery Store,Café,Indian Restaurant,Field,Farmers Market,Fast Food Restaurant,Film Studio,Farm,Filipino Restaurant,Zoo Exhibit,Fish & Chips Shop,Fish Market
878,2383,3 bedroom flat,"Tregothnan Road, Brixton",http://www.rightmove.co.uk/property-to-rent/property-87182231.html,http://www.rightmove.co.uk/estate-agents/agent/Beresford-Residential/Brixton---Lettings-48330.html,3.0,,,,51.46593,-0.10652,Greater London,,Brixton,1,"Tregothnan Road, Brixton",2383,3 bedroom flat,Grocery Store,Pizza Place,Coffee Shop,Jazz Club,Café,Boxing Gym,Brewery,Burger Joint,Fried Chicken Joint,Caribbean Restaurant,Food Court,Athletics & Sports,Fast Food Restaurant,Cocktail Bar,Platform,Italian Restaurant,Beer Bar,Ramen Restaurant,Wine Bar,Indian Restaurant
879,888,Studio flat,"Ashenden Road, Hackney",http://www.rightmove.co.uk/property-to-rent/property-66808872.html,http://www.rightmove.co.uk/estate-agents/agent/Wild-and-Co/Hackney-127876.html,0.0,,,,51.5515567,-0.0364653,London Borough of Hackney,E5 0DT,Homerton,6,"Ashenden Road, Hackney",888,Studio flat,Pub,Park,Convenience Store,Indie Movie Theater,Supermarket,Coffee Shop,Art Gallery,Fast Food Restaurant,Film Studio,Filipino Restaurant,Field,Zoo Exhibit,Fish Market,Farmers Market,Farm,Falafel Restaurant,Factory,Fish & Chips Shop,Food,Flea Market
880,1647,Studio flat,"Arena Tower, 25 Crossharbour Plaza, Canary Wharf, London, E14",http://www.rightmove.co.uk/property-to-rent/property-87182216.html,http://www.rightmove.co.uk/estate-agents/agent/Life-Residential/Canary-Wharf-Office---Lettings-52518.html,0.0,Poplar,51.514947,-0.0930461,51.5062,-0.0196,,E14,,1,"Arena Tower, 25 Crossharbour Plaza, Canary Wharf, London, E14",1647,Studio flat,Coffee Shop,Park,Café,Italian Restaurant,Sandwich Place,Burger Joint,Plaza,Gym / Fitness Center,Sushi Restaurant,Bakery,Street Food Gathering,Pizza Place,Shopping Mall,Bookstore,Spanish Restaurant,Smoothie Shop,Spa,Mexican Restaurant,Fish Market,Fried Chicken Joint
881,4442,4 bedroom house,Quadrant Grove Kentish Town NW5,http://www.rightmove.co.uk/property-to-rent/property-66808854.html,http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Lettings/Belsize-Park-210095.html,4.0,Kentish Town,51.5471054,-0.1379125,51.5517,-0.1413,,NW5,,1,Quadrant Grove Kentish Town NW5,4442,4 bedroom house,Pub,Coffee Shop,Pizza Place,Bakery,French Restaurant,Italian Restaurant,Grocery Store,Cocktail Bar,Gym / Fitness Center,Sandwich Place,Supermarket,Turkish Restaurant,Bar,Gastropub,Beer Store,Food & Drink Shop,Pharmacy,Malay Restaurant,Thai Restaurant,Ethiopian Restaurant
882,3445,2 bedroom flat,"Gloucester Crescent, Primrose Hill, London",http://www.rightmove.co.uk/property-to-rent/property-87011153.html,http://www.rightmove.co.uk/estate-agents/agent/Parkheath/Belsize-Park-72719.html,2.0,,,,53.6362375,-1.784631,,,,9,"Gloucester Crescent, Primrose Hill, London",3445,2 bedroom flat,Gymnastics Gym,Pub,Casino,Pizza Place,Zoo Exhibit,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish Market,Exhibit,Flea Market,Flower Shop,Food,Food & Drink Shop
883,1100,1 bedroom apartment,"Royal Court, Queen Annes Gardens, Enfield, Middlesex, EN1",http://www.rightmove.co.uk/property-to-rent/property-66808848.html,http://www.rightmove.co.uk/estate-agents/agent/Ellis-and-Co/Enfield-6355.html,1.0,,,,51.6515,-0.085,,EN1,,1,"Royal Court, Queen Annes Gardens, Enfield, Middlesex, EN1",1100,1 bedroom apartment,Coffee Shop,Clothing Store,Café,Pub,Supermarket,Shopping Mall,Turkish Restaurant,Gym / Fitness Center,Sandwich Place,Gift Shop,Bookstore,Optical Shop,Pharmacy,Train Station,Mobile Phone Shop,Department Store,Women's Store,Stationery Store,Bar,Shoe Store
884,3142,2 bedroom flat,"Chandos Way, London, NW11",http://www.rightmove.co.uk/property-to-rent/property-87181814.html,http://www.rightmove.co.uk/estate-agents/agent/Residently/London-68253.html,2.0,Golders Green,41.332052,19.8048247,51.572081,-0.18805,London Borough of Barnet,NW11 7HF,Golders Green,6,"Chandos Way, London, NW11",3142,2 bedroom flat,Turkish Restaurant,Sushi Restaurant,Bus Station,Park,Café,Hotel,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flower Shop,Flea Market,Exhibit,Food
885,6067,3 bedroom terraced house,"Graham Terrace, Belgravia, London, SW1W",http://www.rightmove.co.uk/property-to-rent/property-75508177.html,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Sloane-Square-16023.html,3.0,,,,51.4915474,-0.1542751,Westminster,SW1W 8JE,Belgravia,2,"Graham Terrace, Belgravia, London, SW1W",6067,3 bedroom terraced house,Italian Restaurant,Bakery,Coffee Shop,Hotel,Plaza,Restaurant,French Restaurant,Farmers Market,Grocery Store,Bookstore,Boutique,Breakfast Spot,Gastropub,Garden,Café,Gym / Fitness Center,Clothing Store,Deli / Bodega,Indian Restaurant,Pub
886,800,1 bedroom flat share,"Ethel Street, London, SE17",http://www.rightmove.co.uk/property-to-rent/property-87182120.html,http://www.rightmove.co.uk/estate-agents/agent/LIFENEST-LTD/London-211130.html,1.0,Walworth,51.4893335,-0.1440551,51.4906575,-0.0960255,London Borough of Southwark,SE17,Walworth,1,"Ethel Street, London, SE17",800,1 bedroom flat share,Coffee Shop,Café,Sandwich Place,Music Venue,Chinese Restaurant,Bakery,Fried Chicken Joint,Lebanese Restaurant,Peruvian Restaurant,Market,Park,Bike Rental / Bike Share,Gym,Grocery Store,South American Restaurant,Cantonese Restaurant,Thai Restaurant,Falafel Restaurant,Bagel Shop,Supermarket
887,2800,2 bedroom apartment,"7 Knaresborough Place, London, SW5",http://www.rightmove.co.uk/property-to-rent/property-66808812.html,http://www.rightmove.co.uk/estate-agents/agent/Airsorted-Lets/London-170132.html,2.0,Earls Court,51.4893335,-0.1440551,51.4940803,-0.1914532,Royal Borough of Kensington and Chelsea,SW5 0TF,Earl's Court,7,"7 Knaresborough Place, London, SW5",2800,2 bedroom apartment,Hotel,Pub,Italian Restaurant,Chinese Restaurant,Coffee Shop,Garden,Café,Thai Restaurant,Fast Food Restaurant,Pizza Place,Historic Site,Middle Eastern Restaurant,Hostel,Grocery Store,Indian Restaurant,Cocktail Bar,Lebanese Restaurant,Japanese Restaurant,Bar,Supermarket
888,2600,1 bedroom property,"Lower Addison Gardens, Holland Park",http://www.rightmove.co.uk/property-to-rent/property-66808920.html,http://www.rightmove.co.uk/estate-agents/agent/Wilfords-London/Kensington-54072.html,1.0,,,,51.5020325,-0.2130564,Royal Borough of Kensington and Chelsea,W14 8AT,Notting Hill,2,"Lower Addison Gardens, Holland Park",2600,1 bedroom property,Hotel,Garden,Gym / Fitness Center,Gastropub,Middle Eastern Restaurant,Pub,Scenic Lookout,Café,Gym,Grocery Store,Bike Rental / Bike Share,Tennis Court,Fast Food Restaurant,Shopping Mall,Ukrainian Restaurant,Outdoor Sculpture,Tailor Shop,Breakfast Spot,Supermarket,Movie Theater
889,1395,2 bedroom flat,Lawrie Park Road London SE26,http://www.rightmove.co.uk/property-to-rent/property-87182147.html,http://www.rightmove.co.uk/estate-agents/agent/Acorn/Sydenham-50680.html,2.0,Sydenham,51.514947,-0.0930461,51.4252306,-0.0572591,London Borough of Lewisham,SE26 4NP,Forest Hill,19,Lawrie Park Road London SE26,1395,2 bedroom flat,Indian Restaurant,Pharmacy,Caribbean Restaurant,Bistro,Ice Cream Shop,Portuguese Restaurant,Sandwich Place,Pub,Supermarket,Gym / Fitness Center,Farm,Film Studio,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Field,Factory,Filipino Restaurant,Zoo Exhibit,Fish Market
890,8450,2 bedroom flat,"Ennismore Gardens, South Kensington, London, SW7",http://www.rightmove.co.uk/property-to-rent/property-66808809.html,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank---Lettings/Knightsbridge-65875.html,2.0,South Kensington,51.4893335,-0.1440551,51.4944,-0.1732,,SW7,,2,"Ennismore Gardens, South Kensington, London, SW7",8450,2 bedroom flat,Café,Science Museum,Italian Restaurant,Hotel,Bakery,Exhibit,Ice Cream Shop,Burger Joint,Gift Shop,Argentinian Restaurant,Sandwich Place,Gym / Fitness Center,Seafood Restaurant,Dessert Shop,Garden,Coffee Shop,Cocktail Bar,Pizza Place,Mediterranean Restaurant,Tea Room
891,2578,1 bedroom flat,"Pavilion Apartments, St John's Wood Road, St John's Wood, London, NW8",http://www.rightmove.co.uk/property-to-rent/property-75943618.html,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank---Lettings/St-Johns-Wood-65902.html,1.0,St John's Wood,51.4893335,-0.1440551,51.5282435,-0.171744,Westminster,NW8 8UL,St. John's Wood,5,"Pavilion Apartments, St John's Wood Road, St John's Wood, London, NW8",2578,1 bedroom flat,Cricket Ground,Café,Hookah Bar,Canal,French Restaurant,Thrift / Vintage Store,Coffee Shop,Pakistani Restaurant,Theater,Lebanese Restaurant,Hotel,Salad Place,Athletics & Sports,Garden,Pub,Field,Falafel Restaurant,Farm,Forest,Farmers Market
892,800,1 bedroom flat,"Artillery Place, Woolwich, London",http://www.rightmove.co.uk/property-to-rent/property-66760449.html,http://www.rightmove.co.uk/estate-agents/agent/William-Theakston/Bexleyheath-128254.html,1.0,,,,51.4874438,0.057869,Royal Borough of Greenwich,SE18 5DP,Shooters Hill,0,"Artillery Place, Woolwich, London",800,1 bedroom flat,Train Station,Betting Shop,Zoo Exhibit,Gaming Cafe,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Flea Market,Flower Shop,Food,Food & Drink Shop,Food Court,Food Stand
893,3142,3 bedroom apartment,"Grosvenor Waterside, Chelsea",http://www.rightmove.co.uk/property-to-rent/property-65192469.html,http://www.rightmove.co.uk/estate-agents/agent/Martin-and-Co/London-Riverside---Lettings-and-Sales-138215.html,3.0,,,,42.31809,-84.0205,Washtenaw County,,,1,"Grosvenor Waterside, Chelsea",3142,3 bedroom apartment,Deli / Bodega,Arts & Crafts Store,Café,Brewery,Organic Grocery,Bookstore,Performing Arts Venue,Bed & Breakfast,Home Service,BBQ Joint,Pizza Place,Construction & Landscaping,Seafood Restaurant,Business Service,American Restaurant,Pub,Food,Field,Filipino Restaurant,Film Studio
894,2362,1 bedroom flat,"Onyx apartments, 102 Camley Street, London",http://www.rightmove.co.uk/property-to-rent/property-87182117.html,http://www.rightmove.co.uk/estate-agents/agent/CityZEN/London-29861.html,1.0,,,,51.534007,-0.1270479,,,,1,"Onyx apartments, 102 Camley Street, London",2362,1 bedroom flat,Café,Plaza,Coffee Shop,Park,Pub,Restaurant,Hotel,Pizza Place,Modern European Restaurant,Hotel Bar,Movie Theater,Tapas Restaurant,Breakfast Spot,Supermarket,Market,Grocery Store,Train Station,Sporting Goods Shop,Souvenir Shop,Burger Joint
895,3575,3 bedroom flat,Bracknell Gardens London NW3,http://www.rightmove.co.uk/property-to-rent/property-87182099.html,http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Lettings/Hampstead-43760.html,3.0,Hampstead,51.4893335,-0.1440551,51.5546449,-0.1889665,London Borough of Camden,NW3 7EH,West Hampstead,1,Bracknell Gardens London NW3,3575,3 bedroom flat,Pub,Café,Italian Restaurant,Breakfast Spot,Falafel Restaurant,Park,Chinese Restaurant,Middle Eastern Restaurant,Grocery Store,Coffee Shop,Bookstore,Bakery,Bagel Shop,Tennis Court,English Restaurant,BBQ Joint,Gym / Fitness Center,Portuguese Restaurant,Burger Joint,Pizza Place
896,1950,1 bedroom flat,"Springfield House Tyssen Street, Dalston, London, E8",http://www.rightmove.co.uk/property-to-rent/property-66808749.html,http://www.rightmove.co.uk/estate-agents/agent/PG-Estates/Spitalfields-40097.html,1.0,Hackney,51.514947,-0.0930461,51.5468998,-0.0722435,London Borough of Hackney,E8 2NA,Shacklewell,1,"Springfield House Tyssen Street, Dalston, London, E8",1950,1 bedroom flat,Café,Grocery Store,Turkish Restaurant,Restaurant,Coffee Shop,Pub,Pizza Place,Cocktail Bar,Caribbean Restaurant,Breakfast Spot,Bar,Mediterranean Restaurant,Jazz Club,Convenience Store,Hotel,Yoga Studio,Gay Bar,Street Food Gathering,Market,Bookstore
897,3683,3 bedroom flat,"Charlwood Street, Pimlico, London, SW1V",http://www.rightmove.co.uk/property-to-rent/property-66808740.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Pimlico-51322.html,3.0,,,,51.4888563,-0.1399816,Westminster,SW1V 4BX,Pimlico,7,"Charlwood Street, Pimlico, London, SW1V",3683,3 bedroom flat,Hotel,Pub,Turkish Restaurant,Chinese Restaurant,Deli / Bodega,Park,Indian Restaurant,Café,Coffee Shop,Beer Bar,Gym Pool,Gym,Grocery Store,Mediterranean Restaurant,Churrascaria,Tapas Restaurant,Modern European Restaurant,Bakery,Cheese Shop,Moroccan Restaurant
898,4000,5 bedroom terraced house,"Denning Mews, London, SW12",http://www.rightmove.co.uk/property-to-rent/property-66808728.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Battersea-Rise-Lettings-44538.html,5.0,Balham,51.4893335,-0.1440551,51.4494305,-0.1523161,London Borough of Wandsworth,SW12 8QE,Balham,19,"Denning Mews, London, SW12",4000,5 bedroom terraced house,Pub,Grocery Store,Breakfast Spot,Indian Restaurant,Fast Food Restaurant,Bakery,Fish & Chips Shop,Coffee Shop,Pizza Place,Chinese Restaurant,Caucasian Restaurant,Gastropub,Supermarket,Wine Shop,Portuguese Restaurant,Gym,Italian Restaurant,Farmers Market,Field,Farm
899,6045,2 bedroom flat,"Bolebec House, 10 Lowndes Street, Knightsbridge, London, SW1X",http://www.rightmove.co.uk/property-to-rent/property-64545771.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Knightsbridge-Lettings-51310.html,2.0,,,,51.4973,-0.1553,,SW1X,,2,"Bolebec House, 10 Lowndes Street, Knightsbridge, London, SW1X",6045,2 bedroom flat,Boutique,Café,Hotel,Restaurant,Plaza,Italian Restaurant,Shoe Store,Bakery,Gastropub,Breakfast Spot,Garden,Indian Restaurant,Pub,Gym / Fitness Center,Cheese Shop,Mediterranean Restaurant,Event Space,Chinese Restaurant,Men's Store,Lounge
900,1603,1 bedroom flat,"Normand Lodge, Greyhound Road, london",http://www.rightmove.co.uk/property-to-rent/property-87182015.html,http://www.rightmove.co.uk/estate-agents/agent/Casa-Londra/London-212255.html,1.0,,,,51.4869033,-0.2081811,,,,19,"Normand Lodge, Greyhound Road, london",1603,1 bedroom flat,Pub,Italian Restaurant,Garden,Grocery Store,Coffee Shop,Thai Restaurant,Tennis Stadium,Gym / Fitness Center,Middle Eastern Restaurant,Bistro,Café,Tennis Court,Vegetarian / Vegan Restaurant,Chinese Restaurant,Park,Pizza Place,Creperie,Bar,Deli / Bodega,Kebab Restaurant
901,1430,1 bedroom flat,"Dennington Park Road, West Hampstead, NW6",http://www.rightmove.co.uk/property-to-rent/property-66808593.html,http://www.rightmove.co.uk/estate-agents/agent/ML-Estates/London-45180.html,1.0,Kilburn,41.332052,19.8048247,51.55006,-0.1932191,London Borough of Camden,NW6 1BB,West Hampstead,15,"Dennington Park Road, West Hampstead, NW6",1430,1 bedroom flat,Coffee Shop,Pub,Café,Thai Restaurant,Pizza Place,Middle Eastern Restaurant,Vietnamese Restaurant,Grocery Store,Bakery,Chinese Restaurant,Bookstore,Tennis Court,Bagel Shop,Breakfast Spot,Portuguese Restaurant,Farmers Market,Mediterranean Restaurant,Burger Joint,Falafel Restaurant,Sports Club
902,1387,1 bedroom flat,Lymington Road ,http://www.rightmove.co.uk/property-to-rent/property-66808590.html,http://www.rightmove.co.uk/estate-agents/agent/Black-Katz/West-Hampstead-32793.html,1.0,,,,51.563818,0.1320087,London Borough of Barking and Dagenham,RM8 1RP,,4,Lymington Road ,1387,1 bedroom flat,Grocery Store,Business Service,Outdoors & Recreation,Building,Zoo Exhibit,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Flea Market,Food,Flower Shop,Food & Drink Shop,Food Court,Food Stand
903,3250,2 bedroom flat,"Old Brompton Road, Earls Court, London, SW5",http://www.rightmove.co.uk/property-to-rent/property-86200505.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/South-Kensington-Lettings-43428.html,2.0,Earls Court,51.4893335,-0.1440551,51.4895041,-0.190073,Royal Borough of Kensington and Chelsea,SW5,Earl's Court,2,"Old Brompton Road, Earls Court, London, SW5",3250,2 bedroom flat,Hotel,Garden,Café,Cocktail Bar,Italian Restaurant,Pub,Indian Restaurant,Tapas Restaurant,Chinese Restaurant,Pizza Place,Grocery Store,Spanish Restaurant,Bar,Bed & Breakfast,Coffee Shop,Thai Restaurant,Fabric Shop,Theater,Lebanese Restaurant,Farmers Market
904,2383,3 bedroom flat,"Foulden Road, London, N16",http://www.rightmove.co.uk/property-to-rent/property-66808587.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Islington-Lettings-26207.html,3.0,Stoke Newington,37.1289771,-84.0832646,51.5553996,-0.0712426,London Borough of Hackney,N16 7UR,Shacklewell,5,"Foulden Road, London, N16",2383,3 bedroom flat,Café,Bar,Pub,Cocktail Bar,Turkish Restaurant,Coffee Shop,Grocery Store,Yoga Studio,Kebab Restaurant,Middle Eastern Restaurant,Boutique,Coworking Space,Burrito Place,Bistro,Thrift / Vintage Store,Market,Beer Bar,Breakfast Spot,Caribbean Restaurant,Bus Stop
905,1800,2 bedroom flat,"St Katharines Way, London E1W",http://www.rightmove.co.uk/property-to-rent/property-66808518.html,http://www.rightmove.co.uk/estate-agents/agent/ludlowthompson/Docklands-5480.html,2.0,,,,51.5062072,-0.0711066,London Borough of Tower Hamlets,E1W 1LB,St. George in the East,1,"St Katharines Way, London E1W",1800,2 bedroom flat,Italian Restaurant,Coffee Shop,History Museum,Park,Castle,French Restaurant,Pub,Café,Sandwich Place,Museum,Bar,Theater,Tapas Restaurant,Gift Shop,Supermarket,Theme Restaurant,Street Food Gathering,Modern European Restaurant,Steakhouse,Seafood Restaurant
906,3683,2 bedroom flat,"Old Brompton Road, South Kensington, London, SW7",http://www.rightmove.co.uk/property-to-rent/property-66808503.html,http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/South-Kensington-Lettings-43428.html,2.0,South Kensington,51.4893335,-0.1440551,51.4908176,-0.1839486,Royal Borough of Kensington and Chelsea,SW5,South Kensington,7,"Old Brompton Road, South Kensington, London, SW7",3683,2 bedroom flat,Hotel,Pub,Italian Restaurant,Restaurant,Garden,Residential Building (Apartment / Condo),Cocktail Bar,Bar,Tapas Restaurant,Middle Eastern Restaurant,Thai Restaurant,Gym,Grocery Store,Sandwich Place,Coffee Shop,Mediterranean Restaurant,Burger Joint,Chinese Restaurant,Supermarket,Shopping Mall
907,2947,3 bedroom flat,"Springfield House Springfield House, 5 Tyssen Street, London, E8",http://www.rightmove.co.uk/property-to-rent/property-66808500.html,http://www.rightmove.co.uk/estate-agents/agent/PG-Estates/Spitalfields-40097.html,3.0,Hackney,51.514947,-0.0930461,51.548,-0.0629,,E8,,5,"Springfield House Springfield House, 5 Tyssen Street, London, E8",2947,3 bedroom flat,Café,Pub,Grocery Store,Wine Shop,Coffee Shop,Hotel,Italian Restaurant,Breakfast Spot,Train Station,Gourmet Shop,Clothing Store,Modern European Restaurant,Pet Store,Gift Shop,Fish & Chips Shop,Gastropub,Brewery,Convenience Store,Restaurant,Furniture / Home Store
908,2058,2 bedroom apartment,"Carrick House, Royal Wharf, London, E16",http://www.rightmove.co.uk/property-to-rent/property-75289159.html,http://www.rightmove.co.uk/estate-agents/agent/JOHNSandCO/Royal-Wharf-163859.html,2.0,Victoria Docks and North Woolwich,37.1289771,-84.0832646,51.4999,0.0631,,E16,,1,"Carrick House, Royal Wharf, London, E16",2058,2 bedroom apartment,Tunnel,Pier,Light Rail Station,Boat or Ferry,Fish Market,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Zoo Exhibit,Exhibit,Flower Shop,Food,Food & Drink Shop
909,1975,3 bedroom flat,"Kingsmead Way, Homerton, London, E9",http://www.rightmove.co.uk/property-to-rent/property-75323941.html,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Hackney-101522.html,3.0,Homerton,51.514947,-0.0930461,51.5521214,-0.0326837,London Borough of Hackney,E9 5PJ,Homerton,8,"Kingsmead Way, Homerton, London, E9",1975,3 bedroom flat,Park,Forest,Café,Playground,Bistro,Zoo Exhibit,Fish Market,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market,Fabric Shop,Flower Shop,Food,Food & Drink Shop
910,2817,2 bedroom flat,"Weymouth Street, Marylebone, London, W1G",http://www.rightmove.co.uk/property-to-rent/property-87181949.html,http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Marylebone-76585.html,2.0,,,,51.5085,-0.1257,,W1G,,0,"Weymouth Street, Marylebone, London, W1G",2817,2 bedroom flat,Theater,Hotel,Pub,French Restaurant,Pizza Place,Ice Cream Shop,Plaza,Garden,Wine Bar,Steakhouse,Outdoor Sculpture,Arts & Crafts Store,Mexican Restaurant,Cocktail Bar,Coffee Shop,Asian Restaurant,English Restaurant,Art Museum,Restaurant,Sushi Restaurant
911,1365,Studio flat,"Inverness Terrace, London, W2",http://www.rightmove.co.uk/property-to-rent/property-87181826.html,http://www.rightmove.co.uk/estate-agents/agent/Hellas-Helvetia/London-126823.html,0.0,Head district,51.4893335,-0.1440551,51.5111307,-0.1860924,Westminster,W2 3HU,Bayswater,7,"Inverness Terrace, London, W2",1365,Studio flat,Hotel,Chinese Restaurant,Pub,Greek Restaurant,Garden,Coffee Shop,Restaurant,Gym / Fitness Center,Café,Sandwich Place,Casino,Brazilian Restaurant,Pizza Place,Mobile Phone Shop,French Restaurant,Malay Restaurant,Pharmacy,Burger Joint,Noodle House,Plaza
912,1603,1 bedroom apartment,"Randolph Gardens, Maida Vale NW6",http://www.rightmove.co.uk/property-to-rent/property-66808455.html,http://www.rightmove.co.uk/estate-agents/agent/Ashley-Milton/London-5651.html,1.0,Kilburn,41.332052,19.8048247,51.5335948,-0.1910266,Westminster,,Maida Vale,19,"Randolph Gardens, Maida Vale NW6",1603,1 bedroom apartment,Pub,Gym / Fitness Center,Grocery Store,Fast Food Restaurant,Pizza Place,Clothing Store,Platform,Metro Station,Bus Stop,Middle Eastern Restaurant,Lounge,Theme Restaurant,Coffee Shop,Bakery,Athletics & Sports,Italian Restaurant,New American Restaurant,Flea Market,Flower Shop,French Restaurant
913,2600,2 bedroom penthouse,"Cambridge Heath Road, London, E1",http://www.rightmove.co.uk/property-to-rent/property-87181742.html,http://www.rightmove.co.uk/estate-agents/agent/Iconic-Property-Group/London-142148.html,2.0,Eastern Head district,51.4893335,-0.1440551,51.520067,-0.0565256,London Borough of Tower Hamlets,E1 1BU,Whitechapel,19,"Cambridge Heath Road, London, E1",2600,2 bedroom penthouse,Pub,Supermarket,Chinese Restaurant,Thrift / Vintage Store,Coffee Shop,Bakery,Outdoor Sculpture,Sandwich Place,Movie Theater,Brewery,Asian Restaurant,Hotel,Platform,Gym / Fitness Center,Fried Chicken Joint,Recreation Center,Ice Cream Shop,Burger Joint,Cosmetics Shop,Portuguese Restaurant
914,2500,2 bedroom flat,"Lakeview Court, SW19",http://www.rightmove.co.uk/property-to-rent/property-87181871.html,http://www.rightmove.co.uk/estate-agents/agent/Winchester-White/Wimbledon-51465.html,2.0,Wimbledon,51.5073219,-0.1276474,41.7692933,-72.3070867,Tolland County,06238,,1,"Lakeview Court, SW19",2500,2 bedroom flat,Chinese Restaurant,Pizza Place,Italian Restaurant,Wine Shop,Other Repair Shop,Seafood Restaurant,Sandwich Place,Playground,Convenience Store,Burger Joint,Wings Joint,Diner,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant
915,1192,Studio flat,"Wandsworth Road, South Lambeth",http://www.rightmove.co.uk/property-to-rent/property-66531195.html,http://www.rightmove.co.uk/estate-agents/agent/Dexters/Vauxhall-146498.html,0.0,,,,51.4699602,-0.1384355,London Borough of Lambeth,SW4 6LG,,19,"Wandsworth Road, South Lambeth",1192,Studio flat,Pub,Restaurant,Bar,Deli / Bodega,Park,Caribbean Restaurant,Fish & Chips Shop,Bus Stop,Grocery Store,Gym / Fitness Center,Furniture / Home Store,Indian Chinese Restaurant,Filipino Restaurant,Event Space,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
